address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,address2,industrySymbol
One American Road,Dearborn,MI,48126-1899,United States,313 322 3000,,https://www.ford.com,Auto Manufacturers,Auto Manufacturers,Consumer Cyclical,173000.0,9.0,8.0,7.0,10.0,10.0,1685577600.0,1672444800.0,86400,2,14.22,14.24,13.94,14.28,14.22,14.24,13.94,14.28,0.6,0.0416,1682380800.0,0.75339997,,1.554929,19.205479,8.445784,49096943,49096943,60727045,65341760,65341760,0.0,0.0,42300,42300,56090796032,10.61,16.68,0.33983094,12.3976,12.72215,0.55,0.03867792,USD,168191115264.0,0.01748,3919434665.0,3929920000.0,16705.0,199935200.0,1682640000.0,1685491200.0,0.0,0.00179,0.52688,0.0,0.0,0.0,10.589,1.3240156,1672444800.0,1703980800.0,1680220800.0,,2886000128.0,0.73,1.66,-1.03,1748175:1000000,965260800.0,1.019,11.786,0.21280277,0.15015817,0.15,1682380800.0,NYQ,EQUITY,F,F,Ford Motor Company,Ford Motor Company,76253400,America/New_York,EDT,80061894-3025-315f-869e-4e1f09471012,finmb_106335,-14400000,14.02,22.0,10.0,13.61,13.0,2.7,hold,19.0,28622999552.0,7.154,14270999552.0,139292000256.0,0.988,1.2,165055004672.0,330.099,41.166,0.018919999,0.06027,17215000000.0,2655875072.0,10737000448.0,,0.203,0.10699,0.08646,0.04675,USD,1.0078,,
500 West Texas Avenue,Midland,TX,79701,United States,432 221 7400,,https://www.diamondbackenergy.com,Oil & Gas E&P,Oil & Gas E&P,Energy,972.0,7.0,6.0,1.0,8.0,6.0,1685577600.0,1672444800.0,86400,2,126.97,127.05,126.57,129.0715,126.97,127.05,126.57,129.0715,9.09,0.0706,1683676800.0,0.4685,2.46,2.042253,5.2887325,6.1825666,1625690,1625690,1892285,2074020,2074020,127.5,127.7,900,900,23120271360,103.71,168.95,2.680922,133.815,139.061,9.09,0.07159171,USD,31062976512.0,0.50081,180217005.0,181094000.0,6011800.0,4864353.0,1682640000.0,1685491200.0,0.0332,0.00471,0.94843,3.02,0.0378,0.0,85.152,1.4993188,1672444800.0,1703980800.0,1680220800.0,-0.086,4278000128.0,24.14,20.65,-9.58,,,3.602,4.288,0.070697784,0.15015817,0.83,1683676800.0,NMS,EQUITY,FANG,FANG,"Diamondback Energy, Inc.","Diamondback Energy, Inc.",1350048600,America/New_York,EDT,7f448654-4da6-3c99-be09-c9bfe680da59,finmb_170245760,-14400000,127.67,207.0,137.0,169.58,170.5,2.0,buy,26.0,46000000.0,0.254,7244000256.0,7136000000.0,0.524,0.615,8624000000.0,44.26,48.546,0.14262,0.30058,8173000000.0,753249984.0,6497999872.0,-0.108,-0.202,0.88845,0.83998,0.67370003,USD,,Suite 1200,
2001 Theurer Boulevard,Winona,MN,55987-1500,United States,507 454 5374,,https://www.fastenal.com,Industrial Distribution,Industrial Distribution,Industrials,20262.0,2.0,5.0,8.0,4.0,3.0,1685577600.0,1672444800.0,86400,2,56.75,56.7,56.37,57.77,56.75,56.7,56.37,57.77,1.4,0.0247,1682467200.0,0.65980005,2.36,1.170774,29.71134,26.809301,3745077,3745077,3108851,3759540,3759540,57.61,57.62,1200,900,32914860032,43.73,59.27,4.6127667,54.4952,51.0724,1.28,0.022555066,USD,32717881344.0,0.15589,569649095.0,571041984.0,14451725.0,14179438.0,1682640000.0,1685491200.0,0.0253,0.00171,0.81678003,5.98,0.028900001,0.0,5.728,10.062849,1672444800.0,1703980800.0,1680220800.0,0.095,1112400000.0,1.94,2.15,4.47,2:1,1558569600.0,4.585,19.639,0.14274383,0.15015817,0.35,1682467200.0,NMS,EQUITY,FAST,FAST,Fastenal Company,Fastenal Company,556464600,America/New_York,EDT,dca6e617-f6fb-3403-bdeb-311e7e7c93cc,finmb_270747,-14400000,57.64,61.0,46.0,55.37,56.0,2.9,hold,9.0,239800000.0,0.42,1666000000.0,648099968.0,1.61,3.663,7135600128.0,19.816,12.461,0.20577998,0.34694,3215800000.0,764124992.0,1099500032.0,0.103,0.091,0.45861,0.23347999,0.20864001,USD,3.3799,,
333 North Central Avenue,Phoenix,AZ,85004-2189,United States,602 366 8100,,https://fcx.com,Copper,Copper,Basic Materials,25600.0,3.0,4.0,3.0,4.0,2.0,1685577600.0,1672444800.0,86400,2,39.4,38.97,38.91,40.04,39.4,38.97,38.91,40.04,0.6,0.015,1681344000.0,0.33150002,,1.991549,22.094446,18.327188,9600602,9600602,12518498,12370530,12370530,0.0,0.0,1800,4000,57001943040,24.8,46.73,2.6431394,37.684,37.237,0.6,0.015228426,USD,69547786240.0,0.120749995,1425704196.0,1433289984.0,21276017.0,20296676.0,1682640000.0,1685491200.0,0.0148,0.00563,0.80604,1.69,0.0149,0.0,11.197,3.5518444,1672444800.0,1703980800.0,1680220800.0,-0.566,2596999936.0,1.8,2.17,-2.36,2:1,1296604800.0,3.225,8.672,0.34494424,0.15015817,0.15,1681344000.0,NYQ,EQUITY,FCX,FCX,"Freeport-McMoRan, Inc.",Freeport-McMoRan Inc.,805383000,America/New_York,EDT,3a447e02-efa8-35e4-90c2-8f814502ceb8,finmb_273607,-14400000,39.77,57.0,29.0,45.97,46.0,2.3,buy,20.0,6851999744.0,4.781,8019999744.0,9635000320.0,1.616,2.792,21565999104.0,37.566,15.023,0.07328,0.14586,9710000000.0,910499968.0,4497999872.0,-0.558,-0.184,0.39326,0.37188,0.27111998,USD,,,
942 South Shady Grove Road,Memphis,TN,38120,United States,901 818 7500,,https://www.fedex.com,Integrated Freight & Logistics,Integrated Freight & Logistics,Industrials,,2.0,8.0,6.0,5.0,4.0,1685577600.0,1672444800.0,86400,2,231.65,223.8,223.24,232.36,231.65,223.8,223.24,232.36,5.04,0.0218,1686268800.0,0.2969,1.46,,19.418745,10.159245,7114989,7114989,1946730,2924860,2924860,0.0,0.0,800,1000,56765333504,141.92,248.76,,226.9222,195.42654,0.0,0.0,USD,,0.0,,251352000.0,3438699.0,4084665.0,1682640000.0,1685491200.0,0.0137,0.07919,0.73819,2.32,0.0149,0.0,98.4,2.295122,1685491200.0,1717113600.0,1685491200.0,,,11.63,22.23,2.64,2:1,926035200.0,,,-0.010038137,0.15015817,1.26,1686268800.0,NYQ,EQUITY,FDX,FDX,FedEx Corporation,FedEx Corporation,261239400,America/New_York,EDT,2db41cbb-a5ec-3a79-a7cf-b6f8963f369f,finmb_124423,-14400000,225.84,295.0,180.0,254.71,263.5,2.2,buy,28.0,,,,,,,,,,,,24396000000.0,,,,,0.0,0.0,0.0,USD,1.3914,,
76 South Main Street,Akron,OH,44308,United States,800 736 3402,,https://www.firstenergycorp.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,12335.0,4.0,5.0,2.0,3.0,3.0,1685577600.0,1672444800.0,86400,2,39.29,39.13,38.59,39.52,39.29,39.13,38.59,39.52,1.56,0.0399,1683158400.0,2.1972,3.97,0.436619,55.56338,14.775281,3115413,3115413,4058822,3770960,3770960,0.0,0.0,1800,1000,22598420480,35.6,43.31,1.8064284,39.134,39.6634,1.56,0.03970476,USD,45407735808.0,0.03277,513525351.0,572836992.0,10797812.0,5350200.0,1682640000.0,1685491200.0,0.0189,0.00082,0.88355005,2.15,0.0214,0.0,17.899,2.2040339,1672444800.0,1703980800.0,1680220800.0,0.014,410000000.0,0.71,2.67,2.28,,,3.63,12.809,0.06737018,0.15015817,0.39,1683158400.0,NYQ,EQUITY,FE,FE,FirstEnergy Corp.,FirstEnergy Corp.,879172200,America/New_York,EDT,6515f660-56b8-3bca-a61c-a9e02efb3698,finmb_293515,-14400000,39.45,48.0,39.0,43.92,44.5,2.4,buy,12.0,177000000.0,0.309,3544999936.0,22726000640.0,0.458,0.678,12510000128.0,211.779,21.89,0.025980001,0.047319997,8231000000.0,-1075374976.0,2216000000.0,0.02,0.081,0.66139,0.28337,0.15132,USD,2.568,,
801 5th Avenue,Seattle,WA,98104-1663,United States,206 272 5555,206 272 5556,https://www.f5.com,Software—Infrastructure,Software—Infrastructure,Technology,6736.0,7.0,3.0,6.0,4.0,4.0,1685577600.0,1672444800.0,86400,2,149.14,148.0,145.57,148.435,149.14,148.0,145.57,148.435,,,,0.0,,1.084507,26.974073,11.61563,566694,566694,594558,576740,576740,144.8,146.01,900,1800,8807769088,127.05,174.38,3.1704586,141.327,144.94655,0.0,0.0,USD,8737805312.0,0.117419995,54476839.0,60468000.0,1970296.0,1894596.0,1682640000.0,1685491200.0,0.0326,0.00503,0.97178,3.44,0.0417,0.0,45.077,3.2313597,1664496000.0,1696032000.0,1680220800.0,0.448,326203008.0,5.4,12.54,1.46,2:1,1187654400.0,3.145,16.247,-0.051136732,0.15015817,,,NMS,EQUITY,FFIV,FFIV,"F5, Inc.","F5, Inc.",928503000,America/New_York,EDT,74deeff5-ae06-3475-b60f-4586828ca65e,finmb_90323,-14400000,145.66,179.0,132.0,154.32,150.0,2.8,hold,13.0,755254016.0,12.49,537795008.0,303131008.0,1.036,1.196,2778074112.0,11.122,46.276,0.05184,0.12736,2156218000.0,476560384.0,524310016.0,0.457,0.109,0.78803,0.19358,0.15376,USD,0.9571,,
601 Riverside Avenue,Jacksonville,FL,32204,United States,904 438 6000,,https://www.fisglobal.com,Information Technology Services,Information Technology Services,Technology,69000.0,5.0,2.0,9.0,6.0,5.0,1685577600.0,1672444800.0,86400,2,54.65,54.26,53.55,54.75,54.65,54.26,53.55,54.75,2.08,0.0381,1686182400.0,,1.43,0.829225,,8.24923,4528863,4528863,5281882,5547670,5547670,0.0,0.0,800,1100,31766470656,48.57,105.16,2.183863,55.3688,66.1539,1.93,0.035315644,USD,50500800512.0,-1.14808,589744480.0,592432000.0,8422304.0,8788529.0,1682640000.0,1685491200.0,0.014199999,0.00319,0.93904,1.85,0.0143,0.0,45.772,1.1714585,1672444800.0,1703980800.0,1680220800.0,0.167,-16700000256.0,-27.64,6.5,4.5,,,3.472,12.275,-0.42300653,0.15015817,0.52,1686182400.0,NYQ,EQUITY,FIS,FIS,Fidelity National Information S,"Fidelity National Information Services, Inc.",993043800,America/New_York,EDT,4f10e208-f47b-3b4d-b5a5-e6f115a6df1a,finmb_10081196,-14400000,53.62,167.0,53.0,75.57,70.0,2.2,buy,26.0,1871000064.0,3.16,4113999872.0,20011999232.0,0.396,0.745,14545999872.0,73.834,24.264,0.0159,-0.44912,5708000000.0,2924999936.0,3675000064.0,0.202,0.005,0.39867002,0.28283,0.12443,USD,0.8927,,
255 Fiserv Drive,Brookfield,WI,53045,United States,262 879 5000,,https://www.fiserv.com,Information Technology Services,Information Technology Services,Technology,41000.0,7.0,6.0,1.0,1.0,1.0,1685577600.0,1672444800.0,86400,2,114.23,112.54,114.23,114.23,114.23,112.54,114.23,114.23,,,,0.0,,0.854327,29.670132,13.615018,31730587,31730587,6342960,3478000,3478000,114.4,114.35,1300,1100,70515326976,110.305,121.49,3.8859982,116.40312,116.40312,0.0,0.0,USD,92875309056.0,0.13358,613877672.0,617310016.0,9145558.0,9560894.0,1681430400.0,1684108800.0,0.0148,0.00533,0.93223,3.4,0.0149,0.0,48.59,2.3508954,1672444800.0,1703980800.0,1680220800.0,-0.158,2424000000.0,3.85,8.39,1.13,,,5.118,13.092,0.06258857,0.15015817,,,NMS,EQUITY,FISV,FISV,"Fiserv, Inc.","Fiserv, Inc.",1685453400,America/New_York,EDT,65deb02a-5e11-3c5e-9eee-dab769045f47,finmb_128209,-14400000,114.23,160.0,110.0,133.22,132.4,2.1,buy,29.0,1046000000.0,1.694,7094000128.0,22528999424.0,0.233,1.076,18146000896.0,72.782,28.517,0.032390002,0.07848,9745000000.0,1511250048.0,4933000192.0,-0.127,0.099,0.55775,0.39094,0.21707001,USD,1.3456,,
38 Fountain Square Plaza,Cincinnati,OH,45263,United States,800 972 3030,,https://www.53.com,Banks—Regional,Banks—Regional,Financial Services,19474.0,6.0,3.0,3.0,10.0,8.0,1685577600.0,1672444800.0,86400,2,26.69,26.89,26.33,26.89,26.69,26.89,26.33,26.89,1.32,0.0495,1687996800.0,0.3739,3.42,1.201056,7.6811595,7.910448,4555941,4555941,7546754,6551280,6551280,26.47,26.54,1400,2200,18038974464,22.11,38.06,2.2447705,25.719,31.5351,1.29,0.048332706,USD,37898309632.0,0.31234,677421360.0,680716032.0,6988078.0,7737648.0,1682640000.0,1685491200.0,0.010299999,0.0049799997,0.83148,0.85,0.0117999995,0.0,23.875,1.1099477,1672444800.0,1703980800.0,1680220800.0,0.13,2390000128.0,3.45,3.35,1.65,3:2,963792000.0,4.716,,-0.20919126,0.15015817,0.33,1680134400.0,NMS,EQUITY,FITB,FITB,Fifth Third Bancorp,Fifth Third Bancorp,322151400,America/New_York,EDT,d1308428-6d07-3634-a9db-5e60d0807a23,finmb_270961,-14400000,26.5,36.0,27.1,31.66,31.5,2.0,buy,19.0,6711000064.0,9.859,,24316000256.0,,,8035999744.0,,11.684,0.01195,0.13024999,7823000000.0,,6062000128.0,0.147,0.116,0.0,0.0,0.39945,USD,5.7946,,
5215 North O'Connor Boulevard,Irving,TX,75039,United States,972 443 6500,,https://www.flowserve.com,Specialty Industrial Machinery,Specialty Industrial Machinery,Industrials,16000.0,6.0,2.0,5.0,1.0,2.0,1685577600.0,1672444800.0,86400,2,36.16,35.87,35.705,36.745,36.16,35.87,35.705,36.745,0.8,0.0219,1687392000.0,0.45450002,2.19,1.632746,20.818182,16.357143,709932,709932,863719,951010,951010,0.0,0.0,800,1200,4805299200,23.89,38.86,1.2731404,34.6172,31.8127,0.8,0.022123894,USD,5870495744.0,0.061279997,130431773.0,131149000.0,2434306.0,3279080.0,1682640000.0,1685491200.0,0.0186,0.00413,1.07531,2.49,0.0207,0.0,14.108,2.5971081,1672444800.0,1703980800.0,1680220800.0,,231275008.0,1.76,2.24,2.02,3:1,1372032000.0,1.555,15.622,0.31232095,0.15015817,0.2,1679529600.0,NYQ,EQUITY,FLS,FLS,Flowserve Corporation,Flowserve Corporation,322151400,America/New_York,EDT,12bc3bff-0165-35bb-a134-97aa795a4c95,finmb_267555,-14400000,36.64,45.0,34.0,39.9,40.0,2.4,buy,10.0,404726016.0,3.086,375776992.0,1445718016.0,1.166,1.923,3774366976.0,76.912,28.865,0.03742,0.13168,1003511000.0,12009500.0,13351000.0,,0.194,0.28908002,0.09956,0.07598,USD,2.1915,Suite 700,
3280 Peachtree Road,Atlanta,GA,30305,United States,770 449 0479,,https://www.fleetcor.com,Software—Infrastructure,Software—Infrastructure,Technology,9900.0,1.0,10.0,10.0,2.0,9.0,1685577600.0,1672444800.0,86400,2,242.48,241.26,241.1324,243.82,242.48,241.26,241.1324,243.82,,,,0.0,,1.203521,19.076138,12.31155,325492,325492,539095,447930,447930,0.0,0.0,800,900,17943924736,161.69,246.95,5.070021,227.6984,202.65695,0.0,0.0,USD,23519037440.0,0.26876,71537218.0,73834200.0,1608123.0,1670023.0,1682640000.0,1685491200.0,0.0218,0.06039,0.92565,2.58,0.0254,0.0,39.039,6.2253127,1672444800.0,1703980800.0,1680220800.0,-0.014,951209984.0,12.74,19.74,1.17,,,6.645,13.274,0.15706527,0.15015817,,,NYQ,EQUITY,FLT,FLT,"FleetCor Technologies, Inc.","FLEETCOR Technologies, Inc.",1292423400,America/New_York,EDT,1cc288bb-3360-3602-913d-8ffe37a874f9,finmb_28756,-14400000,243.03,270.0,230.0,250.64,250.0,2.1,buy,14.0,1280755968.0,17.346,1771864960.0,6811567104.0,0.795,1.025,3539220992.0,236.36,47.478,0.06526,0.32878,2662422000.0,837708992.0,1194715008.0,0.047,0.142,0.77524,0.50064,0.42498,USD,,Suite 2400,
FMC Tower,Philadelphia,PA,19104,United States,215 299 6000,,https://www.fmc.com,Agricultural Inputs,Agricultural Inputs,Basic Materials,6600.0,2.0,7.0,4.0,8.0,5.0,1685577600.0,1672444800.0,86400,2,105.28,105.06,104.36,108.91,105.28,105.06,104.36,108.91,2.32,0.0217,1687996800.0,0.3437,1.61,0.826408,16.851393,12.356413,1378058,1378058,937475,1209810,1209810,0.0,0.0,1100,800,13622958080,98.24,134.38,2.350488,112.5772,119.55025,2.22,0.021086626,USD,17238933504.0,0.12511,124442754.0,125142000.0,1182528.0,1155663.0,1682640000.0,1685491200.0,0.0095,0.0074699996,0.92084,1.12,0.0107,0.0,27.757,3.9218936,1672444800.0,1703980800.0,1680220800.0,-0.055,816899968.0,6.46,8.81,1.43,1153:1000,1551657600.0,2.974,12.194,0.04986012,0.15015817,0.58,1680134400.0,NYQ,EQUITY,FMC,FMC,FMC Corporation,FMC Corporation,322151400,America/New_York,EDT,051015aa-ba29-34a0-abcc-e745beedaea1,finmb_28606,-14400000,108.86,157.0,120.0,140.59,142.5,2.2,buy,16.0,501100000.0,4.008,1413699968.0,4365799936.0,0.793,1.29,5795800064.0,124.933,46.074,0.06858,0.24915001,2326800000.0,135837504.0,327300000.0,-0.051,-0.005,0.40295,0.24392,0.21429001,USD,1.9221,2929 Walnut Street Cira Centre South,
1211 Avenue of the Americas,New York,NY,10036,United States,212 852 7000,,https://www.foxcorporation.com,Entertainment,Entertainment,Communication Services,10600.0,2.0,6.0,6.0,10.0,10.0,1685577600.0,1672444800.0,86400,2,31.09,31.15,30.85,31.2,31.09,31.15,30.85,31.2,0.5,0.0159,1677542400.0,0.2336,,0.861308,14.5,13.204256,723222,723222,1240506,1152700,1152700,30.61,31.1,900,1000,16226083840,26.35,34.42,1.0879767,30.0328,30.069925,0.5,0.01608234,USD,20237082624.0,0.078449994,398885698.0,235580992.0,3066453.0,2250087.0,1682640000.0,1685491200.0,0.0061000003,0.43157002,0.5326,2.01,0.0232,0.0,20.124,1.54194,1656547200.0,1688083200.0,1680220800.0,,1170000000.0,2.14,2.35,2.72,,,1.357,6.306,0.04583752,0.15015817,0.25,1677542400.0,NMS,EQUITY,FOX,FOX,Fox Corporation,Fox Corporation,1552483800,America/New_York,EDT,1cbdb804-3b37-37c9-8a83-582f9218c8b4,finmb_546623668,-14400000,31.03,51.5,51.5,51.5,51.5,,none,1.0,4145999872.0,8.216,3208999936.0,8216999936.0,1.565,1.754,14913999872.0,78.594,27.517,0.07841,0.10912,4857000000.0,2488375040.0,2240000000.0,,0.182,0.35457,0.21517,0.1868,USD,,,
1211 Avenue of the Americas,New York,NY,10036,United States,212 852 7000,,https://www.foxcorporation.com,Entertainment,Entertainment,Communication Services,10600.0,2.0,6.0,6.0,10.0,10.0,1685577600.0,1672444800.0,86400,2,33.25,33.25,33.01,33.445,33.25,33.25,33.01,33.445,0.5,0.0149,1677542400.0,0.2336,,0.861308,15.509344,10.7411,3628869,3628869,3968537,5100650,5100650,32.42,33.21,800,1800,16251515904,28.015,37.26,1.0896819,32.4676,32.33725,0.5,0.015037594,USD,21317007360.0,0.078449994,398885698.0,269056992.0,18378417.0,19612619.0,1682640000.0,1685491200.0,0.0364,0.01672,1.032,4.36,0.1007,0.0,20.124,1.6492743,1656547200.0,1688083200.0,1680220800.0,,1170000000.0,2.14,3.09,0.99,,,1.429,6.643,0.034923553,0.15015817,0.25,1677542400.0,NMS,EQUITY,FOXA,FOXA,Fox Corporation,Fox Corporation,1552397400,America/New_York,EDT,988101dd-4716-3ab5-b819-816698ffba57,finmb_546623668,-14400000,33.19,44.0,28.0,35.75,35.0,2.8,hold,20.0,4145999872.0,8.216,3208999936.0,8216999936.0,1.565,1.754,14913999872.0,78.594,27.517,0.07841,0.10912,4857000000.0,2488375040.0,2240000000.0,,0.182,0.35457,0.21517,0.1868,USD,,,
111 Pine Street,San Francisco,CA,94111,United States,415 392 1400,415 392 1413,https://www.firstrepublic.com,Banks—Regional,Banks—Regional,Financial Services,7213.0,7.0,9.0,8.0,6.0,8.0,1682899200.0,1640908800.0,86400,4,6.19,6.59,2.985,6.6,6.19,6.59,2.985,6.6,,,1674604800.0,0.1248,1.27,1.010726,0.42545456,-3.2499998,0,0,64633037,11623742,11623742,0.0,0.0,1000,2900,653628736,0.265,16.36,0.1174535,2.4722333,2.4722333,0.81,0.13085622,USD,97792352256.0,0.27547002,183742000.0,186219008.0,56008901.0,8989024.0,1678838400.0,1681430400.0,0.3008,0.00675,0.94149,0.7,0.3027,0.0,77.605,0.045229044,1672444800.0,1703980800.0,1680220800.0,-0.329,1372000000.0,8.25,-1.08,0.04,,,17.573,,-0.97589374,0.15015817,0.27,1674604800.0,NYQ,EQUITY,FRC,FRC,FIRST REPUBLIC BANK,First Republic Bank,1682343000,America/New_York,EDT,fee69989-f4a1-3376-afc2-a35094ec5540,finmb_272383,-14400000,3.51,90.0,10.0,37.67,13.0,3.4,hold,3.0,13159000064.0,71.13,,106668998656.0,,,5565000192.0,,30.535,0.0073,0.08979999,5758000000.0,,,-0.385,-0.139,0.0,0.0,0.37448,USD,0.0209,2nd Floor,
909 Rose Avenue,North Bethesda,MD,20852-4041,United States,301-998-8100,,https://www.federalrealty.com,REIT—Retail,REIT—Retail,Real Estate,314.0,3.0,3.0,1.0,8.0,3.0,1685577600.0,1672444800.0,86400,2,93.17,92.8,91.75,93.025,93.17,92.8,91.75,93.025,4.32,0.045,1687305600.0,0.91120005,3.89,1.217957,19.528542,32.75532,392205,392205,500422,570310,570310,0.0,0.0,800,900,7588417536,85.27,115.08,6.9227595,93.6378,99.86395,4.31,0.046259526,USD,12667126784.0,0.35473,80626064.0,81515400.0,2449644.0,1982051.0,1682640000.0,1685491200.0,0.0301,0.01045,0.9964,5.11,0.0425,0.0,33.927,2.7226105,1672444800.0,1703980800.0,1680220800.0,0.064,379462016.0,4.73,2.82,5.01,3:2,500083200.0,11.556,18.774,-0.049202263,0.15015817,1.08,1678406400.0,NYQ,EQUITY,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,105283800,America/New_York,EDT,78719075-9cf7-3d6b-af71-6a59d4f27484,finmb_271305,-14400000,92.37,127.0,91.0,109.2,110.0,2.4,buy,15.0,104340000.0,1.28,674702016.0,4534504960.0,0.54,0.554,1096155008.0,142.478,13.612,0.0295,0.13047,730580000.0,534493632.0,556707008.0,0.032,0.065,0.68073,0.61552,0.34316003,USD,4.5712,Suite 200,
Hadrian House,Newcastle upon Tyne,,NE6 3PL,United Kingdom,44 191 295 0303,,https://www.technipfmc.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,20301.0,6.0,3.0,5.0,2.0,3.0,1685577600.0,1672444800.0,86400,2,15.21,15.13,15.1,15.54,15.21,15.13,15.1,15.54,,,1584921600.0,0.0,,1.755281,,15.16,3743074,3743074,4911653,4673570,4673570,0.0,0.0,2200,2200,6694095360,5.48,16.03,0.9755312,13.9184,12.4205,0.0,0.0,USD,8331507200.0,-0.00657,436546839.0,441563008.0,15874641.0,12448757.0,1682640000.0,1685491200.0,0.036,0.01193,1.0,2.6,0.0419,0.0,7.248,2.0916114,1672444800.0,1703980800.0,1680220800.0,,-19200000.0,-0.05,1.0,-11.03,1344:1000,1613433600.0,1.214,13.303,1.3613708,0.15015817,0.096726,1584921600.0,NYQ,EQUITY,FTI,FTI,TechnipFMC plc,TechnipFMC plc,992611800,America/New_York,EDT,bd085b66-452a-38b1-9857-ffba9bf34194,finmb_1342651,-14400000,15.16,20.0,13.8,18.53,19.0,1.8,buy,19.0,546600000.0,1.238,626300032.0,2336399872.0,0.761,1.198,6862000128.0,72.051,15.343,0.01602,0.00166,896300000.0,229624992.0,295300000.0,,0.104,0.13576001,0.09127,0.03672,USD,,Wincomblee Road,
899 Kifer Road,Sunnyvale,CA,94086,United States,408 235 7700,408 235 7737,https://www.fortinet.com,Software—Infrastructure,Software—Infrastructure,Technology,13202.0,5.0,7.0,9.0,8.0,8.0,1685577600.0,1672444800.0,86400,2,71.66,71.66,70.59,71.8125,71.66,71.66,70.59,71.8125,,,,0.0,,1.15,59.7563,40.867817,6259729,6259729,4866667,5729390,5729390,70.91,71.5,1100,1100,55835291648,42.61,74.77,11.817244,67.4612,57.59865,0.0,0.0,USD,55258374144.0,0.20457001,663993275.0,785196032.0,12723542.0,11404385.0,1682640000.0,1685491200.0,0.0162,0.18686001,0.70466006,2.36,0.0194,0.0,0.015,4740.667,1672444800.0,1703980800.0,1680220800.0,0.79,966600000.0,1.19,1.74,2.54,5:1,1655942400.0,11.695,46.292,0.25193667,0.15015817,,,NMS,EQUITY,FTNT,FTNT,"Fortinet, Inc.","Fortinet, Inc.",1258554600,America/New_York,EDT,8fc5534b-9ba8-33ef-872b-7b68698408fd,finmb_2689126,-14400000,71.11,90.0,63.0,74.65,75.0,2.0,buy,31.0,2879099904.0,3.667,1193699968.0,990899968.0,1.216,1.336,4724899840.0,8692.105,6.009,0.10888,7.89861,3332500000.0,1380062464.0,2012000000.0,0.824,0.322,0.75896,0.25264,0.23014,USD,2.7426,,
